,Suburb,Address,Rooms,Type,Method,SellerG,Date
399,Armadale,18/41 Kooyong Rd,2,u,S,Marshall,8/10/2016
400,Armadale,10 William St,1,h,SP,Jellis,8/10/2016
401,Armadale,11 Adelaide St,4,h,SN,hockingstuart,10/09/2016
402,Armadale,15/405 Dandenong Rd,1,u,PI,hockingstuart,10/09/2016
403,Armadale,1/2 Armadale St,1,u,PI,hockingstuart,10/12/2016
404,Armadale,54 Denbigh Rd,4,h,SP,Jellis,10/12/2016
405,Armadale,4/20 Mercer Rd,2,h,S,Marshall,10/12/2016
406,Armadale,47 Northcote Rd,3,h,SP,Jellis,10/12/2016
407,Armadale,8/58 Sutherland Rd,2,u,S,hockingstuart,10/12/2016
408,Armadale,6A Munro St,3,h,S,Jellis,12/11/2016
409,Armadale,40 New St,2,h,S,Marshall,12/11/2016
410,Armadale,35 Northcote Rd,4,h,S,Marshall,12/11/2016
411,Armadale,7/17 Myamyn St,3,u,SP,Marshall,13/08/2016
412,Armadale,595 Orrong Rd,3,h,S,Jellis,13/08/2016
413,Armadale,3 Wattletree Rd,3,h,SN,Gary,14/05/2016
414,Armadale,7/53 Wattletree Rd,1,u,S,Jellis,14/05/2016
415,Armadale,2b Denbigh Rd,3,h,S,Jellis,15/10/2016
416,Armadale,791 High St,3,h,PI,RT,15/10/2016
417,Armadale,22 Lambeth Av,4,h,SN,hockingstuart,15/10/2016
418,Armadale,25 Llaneast St,4,h,PI,Jellis,15/10/2016
419,Armadale,5 Alleyne Av,4,h,S,Jellis,16/04/2016
420,Armadale,8/569 Orrong Rd,1,u,S,Jellis,16/04/2016
421,Armadale,19 Sutherland Rd,3,h,S,Marshall,16/04/2016
422,Armadale,17/579 Dandenong Rd,2,u,S,hockingstuart,16/07/2016
423,Armadale,11/26 Gladstone Av,2,u,S,hockingstuart,16/07/2016
424,Armadale,2/1 Munro St,3,u,SP,Marshall,16/07/2016
425,Armadale,1 Cambridge St,2,h,S,Jellis,17/09/2016
426,Armadale,367 Dandenong Rd,6,h,S,Marshall,17/09/2016
427,Armadale,10 Egerton Rd,4,h,S,Jellis,17/09/2016
428,Armadale,34a Rose St,2,h,S,RT,17/09/2016
429,Armadale,42 Rose St,3,h,S,Marshall,17/09/2016
430,Armadale,12 Auburn Gr,3,h,S,hockingstuart,18/03/2017
431,Armadale,31 Hume St,2,h,VB,Jellis,18/03/2017
432,Armadale,10/581 Orrong Rd,1,u,SP,Jellis,18/03/2017
433,Armadale,5/8 Sutherland Rd,2,u,SP,hockingstuart,18/03/2017
434,Armadale,5/92 Wattletree Rd,2,u,SN,Thomson,18/03/2017
435,Armadale,7/579 Dandenong Rd,2,u,PI,Ray,18/06/2016
436,Armadale,1/13 Denbigh Rd,3,t,PI,Marshall,18/06/2016
437,Armadale,19 Glassford St,3,h,S,Marshall,18/06/2016
438,Armadale,14 New St,3,h,VB,Jellis,18/06/2016
439,Armadale,9/38 Northcote Rd,2,u,SP,Jellis,18/06/2016
440,Armadale,7/501 Orrong Rd,3,u,S,Gary,18/06/2016
441,Armadale,6/51 Armadale St,2,u,SP,Greg,19/11/2016
442,Armadale,30 Barkly Av,4,h,S,Jellis,19/11/2016
443,Armadale,5/31 Inverness Av,2,u,S,Jellis,19/11/2016
444,Armadale,12/41 Kooyong Rd,2,u,VB,Marshall,19/11/2016
445,Armadale,63 Denbigh Rd,3,h,S,Marshall,22/05/2016
446,Armadale,1 Derby St,3,h,S,Marshall,22/05/2016
447,Armadale,5/2 Mercer Rd,3,t,S,Kay,22/05/2016
448,Armadale,9/60 Wattletree Rd,2,u,S,hockingstuart,22/05/2016
449,Armadale,13/56 Sutherland Rd,1,u,SP,Fletchers,22/08/2016
450,Armadale,12 Baldwin St,3,h,SP,Marshall,23/04/2016
451,Armadale,48 Barkly Av,3,h,S,Jellis,23/04/2016
452,Armadale,7/22 Derby St,1,u,PI,hockingstuart,24/09/2016
453,Armadale,10/51 Armadale St,2,u,S,Jellis,25/02/2017
454,Armadale,2/377 Dandenong Rd,2,u,S,Jellis,25/02/2017
455,Armadale,1/14 Denbigh Rd,2,u,S,hockingstuart,25/02/2017
456,Armadale,15 Sutherland Rd,3,h,SN,Kay,25/02/2017
457,Armadale,75 Sutherland Rd,3,h,S,Marshall,25/02/2017
458,Armadale,61 Union St,4,h,S,Jellis,25/02/2017
459,Armadale,30 Willis St,3,h,VB,Marshall,25/02/2017
460,Armadale,1/770 Malvern Rd,2,u,S,hockingstuart,26/07/2016
461,Armadale,1/403 Dandenong Rd,2,u,S,hockingstuart,27/06/2016
462,Armadale,7 Lambeth Av,4,h,S,Marshall,27/06/2016
463,Armadale,3 Alleyne Av,4,h,S,Jellis,27/11/2016
464,Armadale,10/507 Dandenong Rd,2,u,VB,Jellis,27/11/2016
465,Armadale,44 Denbigh Rd,4,h,S,Jellis,27/11/2016
466,Armadale,44 Hampden Rd,4,h,VB,Kay,27/11/2016
467,Armadale,3/769 High St,3,t,S,Jellis,27/11/2016
468,Armadale,4 Mercer Rd,3,h,S,Marshall,27/11/2016
469,Armadale,4/38 Northcote Rd,2,u,S,hockingstuart,27/11/2016
470,Armadale,4/576 Orrong Rd,2,u,SN,Kay,27/11/2016
471,Armadale,17 Kooyong Rd,4,h,PI,Marshall,28/05/2016
472,Armadale,896 Malvern Rd,3,h,S,Kay,28/05/2016
473,Armadale,1/31 Mercer Rd,3,u,S,Jellis,28/05/2016
474,Armadale,8/507 Dandenong Rd,2,u,S,Jellis,28/08/2016
475,Armadale,8 Derby St,3,h,SP,Marshall,28/08/2016
476,Armadale,1/6 Elm Gr,2,u,S,hockingstuart,28/08/2016
477,Armadale,37 Lambeth Av,3,h,S,Marshall,28/08/2016
478,Armadale,16 Llaneast St,5,h,S,Marshall,28/08/2016
479,Armadale,2/532 Orrong Rd,2,u,S,Ray,28/08/2016
480,Armadale,5/555 Orrong Rd,1,u,S,hockingstuart,28/08/2016
481,Armadale,3/50 Denbigh Rd,2,u,SP,hockingstuart,30/07/2016
482,Armadale,11 Egerton Rd,2,h,SN,hockingstuart,30/07/2016
483,Armadale,7/844 Malvern Rd,2,u,S,Ray,30/07/2016
484,Ascot Vale,24 Ayr St,3,h,S,Jellis,3/09/2016
485,Ascot Vale,2/43 Roxburgh St,2,u,S,Nelson,3/09/2016
486,Ascot Vale,30 Rothwell St,3,h,S,Nelson,3/12/2016
487,Ascot Vale,9/5 Rothwell St,2,u,SP,Brad,3/12/2016
488,Ascot Vale,47 Union Rd,3,h,S,Brad,3/12/2016
489,Ascot Vale,42 Archer Av,3,h,S,Nelson,4/02/2016
490,Ascot Vale,7 Francis St,3,h,SP,Nelson,4/03/2017
491,Ascot Vale,2/21 Harold St,2,u,VB,Jellis,4/03/2017
492,Ascot Vale,44 The Parade,4,h,S,Brad,4/03/2017
493,Ascot Vale,97 Walter St,3,h,S,Woodards,4/03/2017
494,Ascot Vale,98 Epsom Rd,3,h,SP,Nelson,4/06/2016
495,Ascot Vale,8 Geddes St,2,h,PI,Nelson,4/06/2016
496,Ascot Vale,75 Maribyrnong Rd,6,h,PI,Brad,4/06/2016
497,Ascot Vale,119 Roseberry St,2,h,SP,Maddison,4/06/2016
498,Ascot Vale,25 Station Av,2,h,S,Brad,4/06/2016
499,Ascot Vale,10 Fenton St,2,h,S,Nelson,6/08/2016
500,Ascot Vale,10 McCully St,3,h,S,Nelson,6/08/2016
501,Ascot Vale,120 Epsom Rd,3,h,S,Brad,7/05/2016
502,Ascot Vale,47 Hurtle St,2,h,S,Nelson,7/05/2016
503,Ascot Vale,63 Kent St,2,h,PI,Nelson,7/05/2016
504,Ascot Vale,4 The Parade,2,h,SP,Raine,7/05/2016
505,Ascot Vale,4 West St,3,h,S,Jellis,7/05/2016
506,Ascot Vale,1/17 Epsom Rd,2,u,S,Brad,7/11/2016
507,Ascot Vale,70 Bloomfield Rd,4,h,S,Brad,8/10/2016
508,Ascot Vale,41 Monash St,3,h,S,Nelson,8/10/2016
509,Ascot Vale,2/78 Ormond Rd,2,h,S,Jellis,8/10/2016
510,Ascot Vale,83 Roseberry St,3,h,S,Raine,8/10/2016
511,Ascot Vale,7a Station Av,2,h,PI,Jellis,8/10/2016
512,Ascot Vale,51 Francis St,2,h,PI,Nelson,10/09/2016
513,Ascot Vale,5/39 Sandown Rd,2,t,PI,Alexkarbon,10/09/2016
514,Ascot Vale,33 Dalgety Dr,3,h,S,Walshe,10/12/2016
515,Ascot Vale,12 Mirams St,4,h,SP,Raine,10/12/2016
516,Ascot Vale,2 The Parade,2,h,S,Nelson,10/12/2016
517,Ascot Vale,13 Wigton St,4,h,S,Nelson,10/12/2016
518,Ascot Vale,17 Aspect Av,4,h,PI,Nelson,11/02/2017
519,Ascot Vale,78 The Parade,3,h,S,Nelson,11/02/2017
520,Ascot Vale,11 Ascot St,2,h,S,Woodards,11/03/2017
521,Ascot Vale,24/54 Epsom Rd,2,u,VB,Nelson,12/11/2016
522,Ascot Vale,2 Farncomb St,3,h,S,Jellis,12/11/2016
523,Ascot Vale,13 Fisher Pde,4,h,S,Rendina,12/11/2016
524,Ascot Vale,6 Leonard Cr,3,h,SP,Rendina,12/11/2016
525,Ascot Vale,26 Newsom St,3,h,PI,Brad,12/11/2016
526,Ascot Vale,8 Pentland St,3,h,S,Nelson,12/11/2016
527,Ascot Vale,8/129 The Parade,1,u,S,Alexkarbon,12/11/2016
528,Ascot Vale,52 Monash St,3,h,PI,Jellis,13/08/2016
529,Ascot Vale,32 Myross Av,3,h,S,Nelson,13/08/2016
530,Ascot Vale,58 Fenton St,4,h,S,Nelson,14/05/2016
531,Ascot Vale,70 Munro St,3,h,S,Brad,14/05/2016
532,Ascot Vale,1 Nairn Av,2,h,PI,Jellis,14/05/2016
533,Ascot Vale,125 Epsom Rd,4,h,VB,Nelson,15/10/2016
534,Ascot Vale,33 Hockey La,3,h,S,Nelson,15/10/2016
535,Ascot Vale,55 Hunt Cr,4,h,S,Brad,15/10/2016
536,Ascot Vale,3/28 Ormond Rd,2,u,S,Biggin,15/10/2016
537,Ascot Vale,7 Angler Pde,4,h,S,Raine,16/04/2016
538,Ascot Vale,26 Ayr St,6,h,S,Nelson,16/04/2016
539,Ascot Vale,2/127 Epsom Rd,2,u,SP,Brad,16/04/2016
540,Ascot Vale,57 The Parade,3,h,S,Nelson,16/04/2016
541,Ascot Vale,62 Mirams St,3,h,SP,Brad,16/07/2016
542,Ascot Vale,4 Morphett Av,4,h,SP,Brad,16/07/2016
543,Ascot Vale,67 Hurtle St,3,h,SP,Brad,17/09/2016
544,Ascot Vale,95 Walter St,4,h,S,Raine,17/09/2016
545,Ascot Vale,15 Bayview Tce,2,h,S,Brad,18/03/2017
546,Ascot Vale,57 Monash St,3,h,S,Brad,18/03/2017
547,Ascot Vale,54 South St,5,h,S,Nelson,18/03/2017
548,Ascot Vale,3/8 Walter St,2,t,SP,Nelson,18/03/2017
549,Ascot Vale,2/225 Maribyrnong Rd,2,t,S,Brad,18/06/2016
550,Ascot Vale,12/9 Milton St,2,u,S,Alexkarbon,18/06/2016
551,Ascot Vale,107/8 Burrowes St,2,u,S,Jellis,19/11/2016
552,Ascot Vale,21A Geddes St,3,h,S,Alexkarbon,19/11/2016
553,Ascot Vale,1/20 Newsom St,3,t,S,Jellis,19/11/2016
554,Ascot Vale,14 Ormond Rd,6,h,S,Rendina,19/11/2016
555,Ascot Vale,4/27 Roseberry St,2,u,S,McDonald,19/11/2016
556,Ascot Vale,126 The Parade,2,h,S,Brad,19/11/2016
557,Ascot Vale,43 Bloomfield Rd,4,h,S,Nelson,22/05/2016
558,Ascot Vale,6/17 Geddes St,2,u,VB,Nelson,22/05/2016
559,Ascot Vale,1/60 The Parade,2,u,S,Brad,22/05/2016
560,Ascot Vale,96 The Parade,4,h,S,Raine,22/05/2016
561,Ascot Vale,3 Aspect Av,4,h,S,Nelson,22/08/2016
562,Ascot Vale,45 Bloomfield Rd,3,h,S,Brad,23/04/2016
563,Ascot Vale,72 Kent St,3,h,S,Brad,23/04/2016
564,Ascot Vale,21 Middle St,3,h,S,Nelson,23/04/2016
565,Ascot Vale,78 Francis St,3,h,S,Brad,24/09/2016
566,Ascot Vale,25 Geddes St,4,h,PI,Nelson,24/09/2016
567,Ascot Vale,106/246 Union Rd,3,u,PI,Weda,24/09/2016
568,Ascot Vale,57 Bloomfield Rd,3,h,SP,Alexkarbon,25/02/2017
569,Ascot Vale,18/54 Epsom Rd,2,u,PI,Jellis,25/02/2017
570,Ascot Vale,15 Mirams St,4,h,S,Jellis,25/02/2017
571,Ascot Vale,6/37 Myrnong Cr,1,u,S,Woodards,25/02/2017
572,Ascot Vale,44 Walter St,3,h,S,Barry,25/02/2017
573,Ascot Vale,25 Dalgety Dr,3,h,S,Jellis,26/07/2016
574,Ascot Vale,7 Dalgety Dr,3,h,S,Nelson,26/07/2016
575,Ascot Vale,37 Epsom Rd,3,h,SP,Frank,26/07/2016
576,Ascot Vale,6 Waller Ct,3,h,S,Brad,26/07/2016
577,Ascot Vale,17 Ascot St,2,h,PI,Nelson,27/06/2016
578,Ascot Vale,19 Dunlop Av,3,h,PI,Nelson,27/06/2016
579,Ascot Vale,73 Kent St,2,h,PI,Nelson,27/06/2016
580,Ascot Vale,9/129 The Parade,3,u,S,Hodges,27/06/2016
581,Ascot Vale,20 Charles St,3,h,S,Nelson,27/11/2016
582,Ascot Vale,1 East St,3,t,S,Nelson,27/11/2016
583,Ascot Vale,32 Geddes St,4,h,PI,Nelson,27/11/2016
584,Ascot Vale,30 Mirams St,4,h,PI,Jellis,27/11/2016
585,Ascot Vale,43 Mirams St,3,h,PI,Nelson,27/11/2016
586,Ascot Vale,45 Mirams St,3,h,PI,Nelson,27/11/2016
587,Ascot Vale,1 Bloomfield Rd,3,h,S,Barry,28/05/2016
588,Ascot Vale,26 Milton St,3,h,S,Nelson,28/05/2016
589,Ascot Vale,10 Ayr St,3,h,S,Alexkarbon,28/08/2016
590,Ascot Vale,58 Bloomfield Rd,3,h,S,Stockdale,28/08/2016
591,Ascot Vale,1/91 Epsom Rd,2,u,S,Nelson,28/08/2016
592,Ascot Vale,1 Myross Av,4,h,S,Brad,28/08/2016
593,Ascot Vale,4/33 Sandown Rd,3,t,SP,Brad,28/08/2016
594,Ascot Vale,5 Doncaster St,4,h,S,Jellis,30/07/2016
595,Ascot Vale,6 McCully St,3,h,S,Nelson,30/07/2016
596,Ascot Vale,75 Munro St,2,h,S,Barry,30/07/2016
597,Ashburton,61 Dent St,4,h,S,Marshall,3/09/2016
598,Ashburton,1 Wilgra Av,2,h,S,Marshall,3/09/2016
599,Ashburton,69 Albion Rd,3,h,S,Jellis,3/12/2016
600,Ashburton,1/17 Ashburn Gr,3,t,S,Buxton,3/12/2016
601,Ashburton,3/39 Solway St,3,t,S,Fletchers,3/12/2016
602,Ashburton,7A Wirraway Ct,3,h,S,Buxton,4/02/2016
603,Ashburton,101/218 High St,2,u,VB,Fletchers,4/03/2017
604,Ashburton,51 Victory Bvd,2,h,S,Jellis,4/03/2017
605,Ashburton,50 Warner Av,4,h,S,Jellis,4/03/2017
606,Ashburton,2 Benghazi Av,3,h,S,Jellis,4/06/2016
607,Ashburton,3 Dunlop St,3,h,S,Jellis,4/06/2016
608,Ashburton,36 Morotai Av,2,h,S,Buxton,4/06/2016
609,Ashburton,15 Lancaster St,4,h,SP,Fletchers,7/05/2016
610,Ashburton,60 Munro Av,5,h,S,Fletchers,7/05/2016
611,Ashburton,1/4 Taylor St,2,h,VB,Jellis,7/11/2016
612,Ashburton,1/6 Crete Av,3,h,S,Tim,8/10/2016
613,Ashburton,69a Munro Av,4,h,S,Marshall,8/10/2016
614,Ashburton,16a Nicholas St,3,h,PI,Marshall,8/10/2016
615,Ashburton,5 Nicholas St,3,h,S,Buxton,8/10/2016
616,Ashburton,115 Ashburn Gr,8,h,S,hockingstuart,10/09/2016
617,Ashburton,33 Eleanor St,4,h,SP,Marshall,10/09/2016
618,Ashburton,3a Mernda Av,4,h,S,Fletchers,10/09/2016
619,Ashburton,1/1 Nairn St,3,h,S,Jellis,10/09/2016
620,Ashburton,9 Gona Ct,3,h,S,hockingstuart,10/12/2016
621,Ashburton,60 Nicholas St,3,h,SP,Marshall,10/12/2016
622,Ashburton,76 Nicholas St,3,h,S,Marshall,10/12/2016
623,Ashburton,45 Yuile St,3,h,S,Jellis,10/12/2016
624,Ashburton,1/24 Crete Av,3,t,S,Jellis,12/06/2016
625,Ashburton,18 Alamein Av,3,h,S,Jellis,12/11/2016
626,Ashburton,3 Lae Ct,3,h,S,Jellis,12/11/2016
627,Ashburton,8 Ryland St,4,h,SN,Tim,12/11/2016
628,Ashburton,47 Yuile St,4,h,VB,Marshall,12/11/2016
629,Ashburton,36 Alamein Av,2,h,S,Jellis,14/05/2016
630,Ashburton,6a Glen Rd,3,h,S,Jellis,14/05/2016
631,Ashburton,2 Maxwell St,2,h,S,Marshall,14/05/2016
632,Ashburton,18 Glen Rd,3,h,S,Jellis,15/10/2016
633,Ashburton,11a Ambon St,3,h,S,Jellis,16/04/2016
634,Ashburton,24 Fakenham Rd,3,h,S,Marshall,16/04/2016
635,Ashburton,95 Nicholas St,2,h,S,Jellis,16/04/2016
636,Ashburton,34 Munro Av,3,h,S,Noel,16/07/2016
637,Ashburton,2a Lancaster St,3,h,VB,Fletchers,17/09/2016
638,Ashburton,1/1 Ramu Gr,3,t,VB,Jellis,17/09/2016
639,Ashburton,8 Glen Rd,3,h,S,Fletchers,18/03/2017
640,Ashburton,11 Munro Av,4,h,S,Fletchers,18/03/2017
641,Ashburton,46 Nicholas St,2,h,S,Marshall,18/03/2017
642,Ashburton,29A Yuile St,5,h,S,Jellis,18/03/2017
643,Ashburton,50a Baker Pde,4,h,SP,hockingstuart,18/06/2016
644,Ashburton,20 Gloucester Rd,3,h,S,Marshall,18/06/2016
645,Ashburton,3/75 Victory Bvd,3,t,S,Jellis,18/06/2016
646,Ashburton,2/17 Ashburn Gr,3,t,S,Jellis,19/11/2016
647,Ashburton,34 Morotai Av,3,h,S,Buxton,19/11/2016
648,Ashburton,4 Baker Pde,3,h,S,hockingstuart,22/05/2016
649,Ashburton,26 Tarakan Av,3,h,S,Tim,22/05/2016
650,Ashburton,15 Comas Gr,5,h,S,Jellis,22/08/2016
651,Ashburton,14 Gloucester Rd,4,h,PI,Buxton/Marshall,22/08/2016
652,Ashburton,56 Gloucester Rd,4,h,VB,Jellis,22/08/2016
653,Ashburton,19 Lancaster St,3,h,S,Marshall,22/08/2016
654,Ashburton,3 Mustang Ct,3,h,VB,Jellis,22/08/2016
655,Ashburton,460 Warrigal Rd,2,h,SP,Buxton,22/08/2016
656,Ashburton,3/4 Annetta Av,3,h,S,Jellis,23/04/2016
657,Ashburton,20 Alamein Av,3,h,S,Tim,25/02/2017
658,Ashburton,55 Alamein Av,4,h,PI,Noel,25/02/2017
659,Ashburton,63 Dent St,4,h,S,Jellis,25/02/2017
660,Ashburton,16 Dunscombe Av,3,h,S,Jellis,25/02/2017
661,Ashburton,30 Glen Rd,4,h,S,Fletchers,25/02/2017
662,Ashburton,23 Johnston St,4,h,SN,RT,25/02/2017
663,Ashburton,4 Vears Rd,3,h,S,Jellis,25/02/2017
664,Ashburton,2/43 Warner Av,3,t,SP,Marshall,25/02/2017
665,Ashburton,14 Lucerne St,3,h,S,Buxton,27/06/2016
666,Ashburton,5 Pitt St,2,h,PI,Jellis,27/06/2016
667,Ashburton,1/65 Ashburn Gr,4,t,VB,Noel,27/11/2016
668,Ashburton,12 Meaden St,3,h,S,Buxton,27/11/2016
669,Ashburton,48 Nicholas St,5,h,S,Marshall,27/11/2016
670,Ashburton,5 Taylor St,4,h,S,Jellis,27/11/2016
671,Ashburton,1/7 Y St,3,t,S,Marshall,27/11/2016
672,Ashburton,54 Baker Pde,3,h,S,Marshall,28/05/2016
673,Ashburton,33 Highgate Gr,4,h,PI,hockingstuart,28/05/2016
674,Ashburton,9 Pitt St,4,h,S,Tim,28/05/2016
675,Ashburton,9 Ward St,3,h,S,Fletchers,28/05/2016
676,Ashburton,159 Ashburn Gr,3,h,PI,Marshall,28/08/2016
677,Ashburton,19 Poulter St,3,h,S,Marshall,28/08/2016
678,Ashburton,15 Lancaster St,4,h,S,Fletchers,30/07/2016
679,Ashwood,1/14 Eildon Rd,3,h,SP,Jellis,3/09/2016
680,Ashwood,18 Teck St,2,h,S,Tim,3/09/2016
681,Ashwood,12 Beechwood Tce,3,t,SN,Ray,3/12/2016
682,Ashwood,28 Raymond St,3,h,S,Woodards,3/12/2016
683,Ashwood,4 Mitchell Av,3,h,SP,Buxton,4/02/2016
684,Ashwood,31a Douglas St,3,u,S,Tim,4/03/2017
685,Ashwood,1/53 Winbirra Pde,4,h,SP,Purplebricks,4/03/2017
686,Ashwood,18 Montrose St,2,h,VB,Jellis,4/06/2016
687,Ashwood,11 Scenic Dr,4,h,S,Jellis,6/08/2016
688,Ashwood,4 Scenic Dr,4,h,S,Fletchers,6/08/2016
689,Ashwood,8 Rocklands Rd,3,h,S,Tim,7/05/2016
690,Ashwood,1/7 Farmer St,2,t,S,hockingstuart,7/11/2016
691,Ashwood,1/136 High Street Rd,3,h,PI,Fletchers,7/11/2016
692,Ashwood,10 Maroondah Rd,4,h,SP,Buxton,8/10/2016
693,Ashwood,4 Peppermint Ct,4,h,S,Buxton,8/10/2016
694,Ashwood,35 Douglas St,3,h,S,Fletchers,10/09/2016
695,Ashwood,95 Huntingdale Rd,4,h,VB,Tim,10/12/2016
696,Ashwood,2/25 May Park Av,2,u,S,Buxton,10/12/2016
697,Ashwood,9 Reid St,3,h,SP,Buxton,10/12/2016
698,Ashwood,50 Cassinia Av,3,h,S,Fletchers,12/06/2016
699,Ashwood,12 Delta Av,3,h,PI,Marshall,12/11/2016
700,Ashwood,10 Parkhill Dr,3,h,SN,Biggin,12/11/2016
701,Ashwood,8 Maroondah Rd,4,h,S,Buxton,13/08/2016
702,Ashwood,1/7 Murra Ct,2,u,S,Ray,14/05/2016
703,Ashwood,58 Ashwood Dr,3,h,S,Jellis,15/10/2016
704,Ashwood,9 Barrington Dr,3,h,SN,Buxton,15/10/2016
705,Ashwood,3 Harold St,4,h,S,Buxton,15/10/2016
706,Ashwood,2/21 Electra Av,2,t,S,Buxton,16/04/2016
707,Ashwood,3/26 May Park Av,3,t,PI,Fletchers,16/04/2016
708,Ashwood,9 Katta Ct,3,h,S,Harcourts,16/07/2016
709,Ashwood,44 Power Av,3,h,PI,Woodards,17/09/2016
710,Ashwood,16 Scenic Dr,5,h,S,Buxton,17/09/2016
711,Ashwood,13 Edmonds Av,2,h,S,Jellis,18/03/2017
712,Ashwood,7 Jingella Av,3,h,VB,Jellis,18/03/2017
713,Ashwood,4 Nolan Ct,4,h,S,Buxton,18/03/2017
714,Ashwood,4/36 Queens Pde,2,u,S,Noel,18/03/2017
715,Ashwood,2/11 Salisbury Rd,4,t,PI,AIME,18/03/2017
716,Ashwood,1/148 High Street Rd,3,u,PI,Ray,18/06/2016
717,Ashwood,4/24 Mulgrave St,2,u,S,Woodards,18/06/2016
718,Ashwood,15b Rocklands Rd,4,t,S,Buxton,18/06/2016
719,Ashwood,79 Ashwood Dr,4,h,SP,Kay,19/11/2016
720,Ashwood,16 Carlyle St,3,h,SP,Harcourts,19/11/2016
721,Ashwood,147 Huntingdale Rd,3,h,S,Buxton,19/11/2016
722,Ashwood,17 Parkhill Dr,4,h,S,Tim,19/11/2016
723,Ashwood,22 Vannam Dr,3,h,PI,Woodards,22/05/2016
724,Ashwood,2/6 Murra Ct,2,u,S,hockingstuart,22/08/2016
725,Ashwood,31a Shaw St,3,t,PI,Fletchers,23/04/2016
726,Ashwood,27 Yertchuk Av,4,h,S,Jellis,23/04/2016
727,Ashwood,1/27 Electra Av,2,u,S,Buxton,24/09/2016
728,Ashwood,2/21 Lavidge Rd,4,t,PI,Buxton,24/09/2016
729,Ashwood,12 Leonard St,4,h,S,Buxton,24/09/2016
730,Ashwood,4 Teck St,2,h,S,Fletchers,24/09/2016
731,Ashwood,14 Ashwood Dr,3,h,S,Jellis,25/02/2017
732,Ashwood,11 Cassinia Av,4,h,S,Jellis,25/02/2017
733,Ashwood,1/2 Condah Ct,3,h,S,Noel,25/02/2017
734,Ashwood,44 Power Av,3,h,VB,Tim,25/02/2017
735,Ashwood,6a Sylvan Cr,4,t,S,Buxton,25/02/2017
736,Ashwood,2/21 Lavidge Rd,4,t,PI,Fletchers,26/07/2016
737,Ashwood,2/2 Heather Av,3,t,S,Tim,27/06/2016
738,Ashwood,1/72 Power Av,3,u,SN,Biggin,27/11/2016
739,Ashwood,1/16 Raymond St,3,t,S,Jellis,27/11/2016
740,Ashwood,17 Vannam Dr,4,h,SP,Fletchers,27/11/2016
741,Ashwood,13 Ashwood Dr,4,h,S,Fletchers,28/05/2016
742,Ashwood,6 Clearview Cl,5,h,S,Jellis,28/05/2016
743,Ashwood,4 Newbury Ct,3,h,VB,Buxton,28/05/2016
744,Ashwood,30 Ashwood Dr,3,h,PI,Buxton,28/08/2016
745,Ashwood,2/53 Salisbury Rd,3,t,S,Barry,28/08/2016
746,Ashwood,577 Warrigal Rd,3,h,SN,Buxton,28/08/2016
747,Avondale Heights,13 MacEy Av,4,h,S,Jellis,3/09/2016
748,Avondale Heights,8 Norma Ct,3,h,S,Moonee,3/09/2016
749,Avondale Heights,9 Rogerson St,3,h,SP,Moonee,3/09/2016
750,Avondale Heights,157 Canning St,3,t,S,Nelson,3/12/2016
751,Avondale Heights,7 Peerless Ct,4,h,SP,Barry,3/12/2016
752,Avondale Heights,105 Canning St,3,h,S,Nelson,4/03/2017
753,Avondale Heights,36 Wood St,4,h,S,Moonee,4/03/2017
754,Avondale Heights,2 Arbor Tce,4,h,S,Nelson,4/06/2016
755,Avondale Heights,3 Karen Ct,3,h,VB,Nelson,4/06/2016
756,Avondale Heights,6 Lovett Dr,4,h,S,Nelson,4/06/2016
757,Avondale Heights,12 Skewes St,3,h,S,Nelson,4/06/2016
758,Avondale Heights,16 Arcade Wy,3,h,S,Nelson,6/08/2016
759,Avondale Heights,19 Rogerson St,3,h,SP,Nelson,6/08/2016
760,Avondale Heights,68 Thompson St,3,h,S,Nelson,6/08/2016
761,Avondale Heights,119 Canning St,3,h,S,Nelson,7/05/2016
762,Avondale Heights,14 Lovett Dr,4,h,S,Moonee,7/05/2016
763,Avondale Heights,9 Arcade Wy,3,h,SP,Moonee,8/10/2016
764,Avondale Heights,31 Duke St,3,h,S,Barry,8/10/2016
765,Avondale Heights,97 Military Rd,3,h,SP,Moonee,8/10/2016
766,Avondale Heights,21 River Dr,3,t,S,Moonee,8/10/2016
767,Avondale Heights,43 Riverside Av,3,h,S,Brad,8/10/2016
768,Avondale Heights,35 Templewood Cr,4,h,S,Nelson,8/10/2016
769,Avondale Heights,3 Clive Ct,4,h,S,Moonee,10/12/2016
770,Avondale Heights,10 Hanley St,3,h,SP,Brad,10/12/2016
771,Avondale Heights,40 Templewood Cr,4,h,S,Nelson,10/12/2016
772,Avondale Heights,22 Warrick Ct,4,h,PI,Nelson,10/12/2016
773,Avondale Heights,15 Dumas Av,3,h,SP,Biggin,11/02/2017
774,Avondale Heights,2/6 Nelson Ct,2,t,S,Barry,11/02/2017
775,Avondale Heights,5 Glencara St,3,h,S,Nelson,12/11/2016
776,Avondale Heights,129 Templewood Cr,4,h,S,Nelson,14/05/2016
777,Avondale Heights,103 Military Rd,3,h,SP,Moonee,15/10/2016
778,Avondale Heights,7 Monmouth St,3,h,SP,Moonee,15/10/2016
779,Avondale Heights,15 River Dr,3,h,SP,Moonee,15/10/2016
780,Avondale Heights,16a Arbor Tce,3,u,S,Brad,16/04/2016
